n_block,data_size,seed,model,loss,symmetry_error,n_params
10,1000,2,vanilla_aug,5.002084732055664,2.0901782512664795,30801
10,1000,2,shared_aug,1.26568603515625,6.82806675783576e-12,651
10,1000,3,vanilla,7.730224609375,5.575339317321777,30801
10,1000,3,shared,0.9923259019851685,1.2694905890398012e-11,651
10,1000,3,vanilla_aug,4.701108932495117,2.0027451515197754,30801
10,1000,3,shared_aug,0.7864083647727966,1.9332297915286567e-11,651
10,1000,4,vanilla,9.527368545532227,4.137197971343994,30801
10,1000,4,shared,1.2303974628448486,9.629441341529876e-12,651
10,1000,4,vanilla_aug,6.377459526062012,2.319854736328125,30801
10,1000,4,shared_aug,0.7137348651885986,1.8326030797044535e-12,651
10,5000,0,vanilla,4.943610191345215,2.3798484802246094,30801
10,5000,0,shared,0.5887187719345093,4.077305333638481e-12,651
10,5000,0,vanilla_aug,1.3001081943511963,0.4418412744998932,30801
10,5000,0,shared_aug,0.4176225960254669,3.648509966369673e-11,651
10,5000,1,vanilla,5.1930766105651855,2.235206127166748,30801
10,5000,1,shared,0.272885799407959,1.5594931596085715e-11,651
10,5000,1,vanilla_aug,1.613937258720398,0.40407657623291016,30801
10,5000,1,shared_aug,0.4656131863594055,1.352831041634417e-11,651
10,5000,2,vanilla,4.984605312347412,2.7834532260894775,30801
